Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23
2015-10-19,32,8.0,22.4,1.0,4.2,10.2,WNW,41.0,SSE,WSW,17.0,22.0,56.0,42.0,1022.9,1020.7,3.0,1.0,17.3,21.3,No,No
2015-11-03,32,14.8,26.2,0.0,5.8,12.6,W,35.0,NE,WSW,11.0,22.0,49.0,40.0,1018.8,1016.0,0.0,1.0,20.8,25.3,No,No
2015-11-05,32,10.0,24.5,0.0,7.0,9.0,WSW,37.0,SW,WSW,13.0,20.0,57.0,50.0,1008.2,1006.4,6.0,7.0,20.8,22.0,No,No
2015-11-10,32,17.1,32.1,0.0,8.6,12.8,ENE,54.0,ENE,WSW,22.0,24.0,45.0,37.0,1017.2,1014.3,3.0,6.0,25.2,29.8,No,No
2015-11-12,32,14.8,34.8,0.0,8.6,11.9,W,39.0,E,WSW,19.0,24.0,46.0,36.0,1019.1,1016.8,5.0,5.0,24.9,31.4,No,No
2015-11-15,32,18.7,32.5,0.0,13.2,12.2,WSW,37.0,S,SW,13.0,26.0,40.0,38.0,1012.5,1011.7,1.0,0.0,27.6,29.4,No,No
2015-11-30,32,12.1,25.7,0.0,9.8,13.2,SSE,41.0,SSE,SW,26.0,37.0,47.0,37.0,1020.3,1016.9,4.0,0.0,19.6,23.4,No,No
2015-12-02,32,15.9,36.2,0.0,10.2,9.1,ESE,56.0,ENE,ENE,31.0,15.0,31.0,16.0,1015.8,1009.5,6.0,7.0,24.3,35.0,No,No
2015-12-20,32,15.3,30.0,0.0,10.6,11.5,ENE,56.0,E,E,31.0,17.0,41.0,16.0,1015.2,1009.9,5.0,1.0,19.4,29.1,No,No
2015-12-26,32,14.4,33.9,0.0,11.8,13.3,E,57.0,E,S,31.0,13.0,32.0,14.0,1016.7,1012.4,0.0,0.0,21.6,33.4,No,No
2016-01-22,32,16.5,30.4,0.0,8.2,13.1,ENE,39.0,E,SW,24.0,28.0,46.0,38.0,1018.2,1014.8,1.0,1.0,22.3,28.1,No,No
2016-01-23,32,17.6,36.0,0.0,10.0,11.1,E,52.0,ENE,SSW,24.0,26.0,40.0,29.0,1014.9,1011.1,1.0,2.0,27.2,33.7,No,Yes
2016-02-12,32,18.8,31.4,0.0,9.8,12.4,SW,43.0,SSW,SW,13.0,28.0,63.0,40.0,1017.3,1015.2,1.0,1.0,24.8,30.0,No,No
2016-02-24,32,11.4,24.0,0.0,8.2,12.0,SW,50.0,ESE,WSW,26.0,33.0,48.0,33.0,1019.1,1016.5,2.0,1.0,18.9,22.8,No,No
2016-02-29,32,17.2,25.5,0.0,7.6,10.1,SW,44.0,WSW,WSW,11.0,24.0,62.0,50.0,1016.4,1016.3,5.0,2.0,21.7,23.8,No,No
2016-03-10,32,13.9,31.1,0.0,8.0,7.6,SW,43.0,S,SW,15.0,24.0,69.0,26.0,1012.6,1010.2,7.0,7.0,23.5,29.8,No,No
2016-03-15,32,22.1,29.6,0.0,11.0,8.9,NNE,39.0,N,WSW,7.0,22.0,72.0,63.0,1009.8,1007.0,3.0,7.0,25.7,27.0,No,No
2016-03-29,32,12.5,28.8,0.0,5.4,11.0,SE,37.0,ENE,W,19.0,11.0,56.0,29.0,1025.8,1021.6,1.0,1.0,20.9,28.1,No,No
2016-03-31,32,11.8,26.4,0.0,7.0,10.3,SW,39.0,S,SW,19.0,24.0,63.0,52.0,1016.4,1014.7,7.0,3.0,20.3,24.3,No,No
2016-04-01,32,14.2,26.0,0.0,6.0,8.1,SW,39.0,N,SW,9.0,20.0,65.0,50.0,1018.2,1016.8,3.0,2.0,21.7,25.4,No,No
2016-04-02,32,12.9,30.8,0.0,4.0,9.9,ENE,33.0,E,ESE,22.0,7.0,61.0,28.0,1022.7,1018.8,1.0,2.0,20.8,30.0,No,No
2016-04-17,32,17.7,24.5,1.0,4.0,0.0,NW,33.0,NNE,NW,15.0,22.0,96.0,73.0,1017.1,1014.6,7.0,7.0,19.1,23.9,No,No
2016-04-18,32,14.1,23.2,0.4,0.2,0.5,SW,28.0,ENE,W,7.0,15.0,91.0,63.0,1016.6,1013.9,7.0,8.0,18.8,21.3,No,Yes
2016-04-21,32,12.5,25.2,0.0,3.6,10.5,ENE,44.0,ENE,ESE,28.0,20.0,64.0,42.0,1029.0,1025.5,1.0,1.0,18.2,24.6,No,No
2016-05-07,32,10.8,18.8,13.2,2.0,8.1,SSW,59.0,SW,SW,6.0,39.0,82.0,56.0,1008.6,1009.8,2.0,2.0,15.3,18.3,Yes,No
2016-05-13,32,8.8,22.9,0.0,2.4,9.2,NW,37.0,N,NW,13.0,26.0,82.0,52.0,1016.4,1014.3,1.0,3.0,14.8,22.0,No,Yes
2016-07-02,32,8.2,21.1,0.0,2.6,5.5,NE,37.0,ENE,SW,15.0,11.0,58.0,44.0,1024.9,1021.0,0.0,6.0,12.1,20.2,No,No
2016-07-04,32,4.3,14.5,0.0,0.6,7.6,ENE,50.0,ESE,E,13.0,30.0,64.0,49.0,1030.5,1027.1,6.0,6.0,8.2,14.0,No,No
2016-07-17,32,13.4,19.0,36.2,3.0,5.3,WNW,46.0,WNW,NW,20.0,24.0,74.0,52.0,1010.8,1010.3,5.0,6.0,15.3,16.9,Yes,Yes
2016-07-21,32,8.7,14.9,13.8,2.2,4.0,WSW,54.0,S,W,20.0,26.0,88.0,44.0,1012.5,1013.7,7.0,7.0,9.5,14.0,Yes,Yes
2016-08-04,32,12.1,15.5,3.8,1.2,0.3,E,28.0,ENE,E,11.0,15.0,94.0,76.0,1016.7,1015.3,8.0,7.0,12.7,14.8,Yes,Yes
2016-08-12,32,4.9,17.7,4.6,3.0,9.2,SW,31.0,NE,SSE,6.0,9.0,77.0,36.0,1026.6,1024.7,5.0,1.0,11.3,17.3,Yes,No
2016-08-21,32,6.6,18.0,0.6,2.0,3.8,W,52.0,NNE,WNW,11.0,24.0,89.0,55.0,1019.4,1015.0,8.0,6.0,9.6,16.8,No,Yes
2016-08-26,32,11.6,20.7,0.0,4.6,3.7,N,46.0,NNE,NNE,22.0,20.0,44.0,43.0,1013.3,1007.7,4.0,7.0,16.5,20.1,No,Yes
2016-08-30,32,3.5,17.9,0.0,1.6,6.4,NW,35.0,NNE,WNW,11.0,17.0,75.0,50.0,1018.3,1015.2,2.0,7.0,10.3,16.9,No,Yes
2016-09-01,32,3.5,17.5,0.8,2.8,10.4,WSW,31.0,SSE,WSW,9.0,19.0,74.0,48.0,1026.5,1023.4,0.0,1.0,11.0,16.9,No,No
2016-09-04,32,7.7,22.6,0.0,2.8,7.3,WSW,35.0,NE,SW,7.0,26.0,64.0,38.0,1021.3,1016.6,7.0,2.0,13.4,21.4,No,No
2016-09-05,32,6.2,20.3,0.0,2.8,9.8,WNW,46.0,WSW,W,9.0,22.0,82.0,58.0,1018.3,1015.1,1.0,1.0,11.9,19.0,No,No
2016-09-08,32,11.4,17.7,7.8,3.8,8.6,WSW,52.0,S,SW,19.0,11.0,56.0,43.0,1024.3,1023.4,7.0,2.0,13.9,17.0,Yes,No
2016-09-14,32,7.6,19.3,0.0,5.0,11.0,ENE,37.0,ENE,NNW,26.0,11.0,55.0,34.0,1027.4,1022.7,0.0,2.0,12.8,18.5,No,No
2016-09-28,32,4.8,16.2,7.2,3.0,11.1,S,46.0,S,SSW,26.0,15.0,52.0,40.0,1024.1,1022.1,1.0,3.0,11.7,16.1,Yes,No
2016-09-30,32,6.3,19.1,0.0,3.2,5.2,SW,54.0,NNE,W,15.0,26.0,67.0,52.0,1008.9,1006.9,6.0,3.0,14.3,18.4,No,Yes
2016-10-08,32,15.2,18.7,7.4,5.4,1.9,WSW,59.0,NNW,WNW,15.0,33.0,91.0,69.0,1008.5,1008.8,7.0,8.0,16.3,17.4,Yes,Yes
2016-10-16,32,4.9,20.4,0.6,5.4,11.0,SW,50.0,SSE,SW,22.0,28.0,42.0,43.0,1026.7,1024.0,2.0,1.0,15.6,18.9,No,No
2016-11-06,32,15.3,26.6,0.0,8.6,12.5,SW,54.0,SSW,SW,15.0,35.0,58.0,57.0,1014.0,1014.8,1.0,4.0,23.2,23.0,No,No
2016-11-10,32,6.4,22.2,0.0,5.0,8.0,NW,50.0,N,WNW,13.0,28.0,51.0,83.0,1011.7,1009.2,2.0,8.0,19.0,17.5,No,No
2016-11-27,32,12.9,32.0,0.0,11.4,13.2,SW,39.0,SSW,SW,13.0,28.0,36.0,23.0,1013.2,1012.9,0.0,0.0,26.9,31.3,No,No
2016-12-02,32,13.3,29.1,0.0,7.4,12.8,E,43.0,E,WSW,9.0,22.0,42.0,34.0,1012.6,1008.8,1.0,2.0,21.5,26.5,No,No
2016-12-07,32,17.3,24.6,0.0,8.6,11.3,SW,52.0,SSW,SW,31.0,31.0,58.0,39.0,1016.4,1015.3,5.0,0.0,21.2,23.2,No,No
2016-12-25,32,17.8,34.0,0.0,11.8,13.2,E,56.0,SSE,ESE,24.0,19.0,41.0,24.0,1011.2,1007.4,1.0,0.0,24.1,32.8,No,No
2016-12-26,32,16.2,33.8,0.0,12.2,13.1,ENE,59.0,E,WSW,17.0,31.0,39.0,41.0,1006.6,1003.6,0.0,1.0,25.8,26.2,No,No
2017-01-02,32,16.2,37.4,0.0,11.6,13.2,E,57.0,NE,ESE,20.0,20.0,29.0,12.0,1013.8,1010.0,0.0,0.0,28.1,37.0,No,No
2017-01-05,32,20.6,25.6,0.0,11.8,8.3,SW,57.0,SW,WSW,20.0,30.0,71.0,54.0,1007.6,1007.5,7.0,5.0,22.0,23.9,No,No
2017-01-09,32,17.9,36.4,0.0,10.0,13.1,E,43.0,E,WSW,24.0,26.0,38.0,24.0,1012.1,1007.5,0.0,0.0,25.1,34.8,No,No
2017-01-26,32,21.7,41.9,0.0,13.8,13.0,NE,43.0,NE,WSW,26.0,20.0,11.0,7.0,1013.0,1009.0,0.0,0.0,34.3,41.2,No,No
2017-01-28,32,19.8,39.8,0.0,13.0,12.7,ESE,54.0,E,SW,31.0,26.0,38.0,26.0,1008.8,1004.2,2.0,1.0,26.9,36.9,No,No
2017-02-04,32,16.1,29.4,0.0,9.8,12.5,WSW,41.0,SW,WSW,17.0,30.0,57.0,47.0,1009.2,1007.3,0.0,0.0,23.0,27.3,No,No
2017-02-25,32,21.5,39.0,0.0,9.8,12.1,E,37.0,NE,WSW,24.0,7.0,25.0,12.0,1015.7,1011.3,0.0,0.0,30.7,38.3,No,No
2017-03-01,32,20.3,38.1,0.0,8.4,11.5,NNE,50.0,ENE,WSW,26.0,17.0,53.0,32.0,1013.8,1010.7,1.0,1.0,26.7,37.0,No,Yes
2017-03-03,32,19.0,36.5,0.0,2.2,11.1,SW,37.0,SSW,SW,9.0,26.0,65.0,32.0,1016.0,1012.9,2.0,1.0,26.3,34.8,No,No
2017-03-12,32,17.9,25.1,0.0,11.2,0.5,E,54.0,ENE,W,24.0,26.0,47.0,67.0,1011.6,1008.6,7.0,8.0,20.9,23.1,No,Yes
2017-03-29,32,12.7,24.9,0.0,4.0,11.0,ESE,50.0,ESE,ESE,31.0,28.0,44.0,20.0,1025.1,1021.7,0.0,0.0,16.8,24.2,No,No
2017-04-05,32,12.6,30.6,0.0,5.2,10.6,ENE,33.0,E,W,11.0,15.0,49.0,30.0,1018.2,1013.3,0.0,0.0,22.0,29.6,No,No
2017-04-08,32,7.9,24.4,0.0,5.0,10.5,SW,33.0,SW,SSW,7.0,19.0,47.0,27.0,1027.6,1024.3,0.0,0.0,16.7,23.4,No,No
2017-04-19,32,11.8,25.8,0.0,2.4,10.1,SW,31.0,NNE,WSW,7.0,24.0,77.0,47.0,1018.5,1017.3,0.0,2.0,17.4,24.1,No,No
2017-05-09,32,16.9,21.2,1.4,2.0,2.0,SSW,35.0,S,SW,13.0,22.0,83.0,50.0,1019.8,1019.5,7.0,7.0,18.2,20.2,Yes,No
2017-05-13,32,9.5,23.3,0.0,2.8,7.2,NE,30.0,ENE,WSW,13.0,19.0,55.0,39.0,1020.4,1018.6,0.0,7.0,15.5,21.5,No,No
2017-05-18,32,12.3,25.6,0.0,2.8,9.1,NNE,39.0,NNE,NW,24.0,30.0,54.0,28.0,1019.3,1016.6,3.0,1.0,17.2,24.4,No,Yes
2017-05-20,32,9.8,17.0,7.4,4.0,1.4,NNE,28.0,ENE,ENE,9.0,9.0,84.0,79.0,1015.0,1011.7,8.0,7.0,12.9,15.1,Yes,Yes
2017-05-27,32,7.1,18.5,0.0,2.2,9.0,ESE,26.0,SSW,E,11.0,9.0,61.0,43.0,1026.3,1024.3,1.0,2.0,13.8,18.0,No,No
2017-05-31,32,7.7,25.7,0.0,3.0,8.0,NE,28.0,NE,W,7.0,15.0,56.0,33.0,1022.0,1019.7,7.0,1.0,16.1,24.9,No,No
2017-06-06,32,9.2,25.2,0.0,2.4,7.7,N,41.0,NE,N,15.0,13.0,38.0,13.0,1024.3,1020.7,1.0,6.0,17.9,24.5,No,No
2017-06-11,32,11.4,23.5,0.0,3.2,4.5,ENE,41.0,ENE,NE,20.0,22.0,33.0,14.0,1023.9,1021.2,7.0,7.0,13.6,23.4,No,No
2017-06-15,32,9.9,19.3,0.0,3.2,6.5,SSW,24.0,ENE,ESE,2.0,13.0,87.0,65.0,1024.6,1023.6,2.0,5.0,14.7,18.1,No,No
2017-06-16,32,6.6,20.8,0.0,1.0,8.3,S,22.0,ENE,SSW,9.0,9.0,85.0,43.0,1027.4,1024.6,1.0,2.0,12.1,20.2,No,No
2017-06-19,32,7.8,22.9,0.0,3.0,9.1,WSW,20.0,NNE,WSW,9.0,11.0,62.0,38.0,1023.1,1020.2,1.0,2.0,12.9,22.2,No,No
2017-06-22,32,12.6,16.6,37.8,3.6,0.0,N,65.0,WNW,WSW,30.0,24.0,90.0,75.0,1005.6,1008.7,7.0,7.0,16.2,15.7,Yes,No
2017-06-23,32,13.4,19.2,0.0,1.8,6.5,ESE,54.0,SE,SE,19.0,28.0,80.0,60.0,1019.1,1019.5,6.0,6.0,15.5,19.0,No,No
2008-07-21,31,3.1,17.1,0.0,1.2,4.7,NNE,28.0,NE,E,2.0,6.0,94.0,49.0,1031.1,1027.4,6.0,5.0,9.1,16.6,No,No
2008-07-26,31,7.8,19.3,12.6,1.8,9.4,SE,52.0,E,N,4.0,2.0,99.0,50.0,1017.8,1015.2,1.0,2.0,9.0,19.2,Yes,Yes
2008-08-09,31,8.1,18.0,0.0,4.2,9.9,ESE,46.0,E,E,17.0,15.0,63.0,42.0,1030.0,1026.4,1.0,3.0,11.6,17.7,No,No
2008-08-18,31,1.8,22.5,0.0,3.8,10.4,NNW,39.0,NNE,WNW,13.0,17.0,44.0,11.0,1029.5,1025.8,0.0,3.0,13.2,22.1,No,No
2008-08-26,31,6.8,21.2,0.0,3.2,10.4,E,22.0,E,ESE,11.0,11.0,67.0,42.0,1024.8,1019.5,1.0,0.0,12.1,20.6,No,No
2008-08-27,31,8.7,24.1,0.0,5.4,9.2,NNE,30.0,ENE,ENE,9.0,9.0,53.0,37.0,1017.3,1013.1,1.0,3.0,16.0,23.2,No,No
2008-09-02,31,5.4,22.9,0.2,2.8,10.7,SW,22.0,E,WSW,6.0,6.0,81.0,43.0,1024.9,1022.0,1.0,3.0,14.1,21.1,No,No
2008-09-22,31,1.0,19.0,5.4,1.6,11.1,E,37.0,ENE,SE,9.0,13.0,57.0,34.0,1028.8,1024.8,0.0,1.0,11.2,17.9,Yes,No
2008-09-23,31,5.7,23.5,0.0,3.4,9.3,NE,50.0,NE,NNE,19.0,17.0,39.0,23.0,1022.8,1016.9,1.0,6.0,16.5,23.0,No,No
2008-10-01,31,13.0,19.9,0.6,4.8,1.3,WNW,37.0,WNW,WNW,13.0,15.0,61.0,66.0,1013.0,1011.3,7.0,7.0,18.3,19.1,No,Yes
2008-10-07,31,7.4,21.9,0.0,4.8,11.4,SSW,35.0,E,SSW,15.0,19.0,50.0,40.0,1031.4,1027.6,1.0,1.0,15.8,20.4,No,No
2008-11-11,31,16.1,22.2,0.0,5.8,0.1,SW,28.0,ESE,SW,9.0,17.0,66.0,62.0,1011.4,1010.7,8.0,8.0,19.1,20.5,No,No
2008-11-24,31,13.9,21.8,1.8,6.2,10.7,SSW,41.0,SSW,WSW,9.0,20.0,72.0,50.0,1007.9,1008.0,4.0,4.0,17.2,20.8,Yes,Yes
2008-12-08,31,14.7,22.7,0.0,10.2,11.7,SW,43.0,SSW,SW,13.0,22.0,50.0,51.0,1010.5,1010.5,2.0,7.0,19.5,21.3,No,No
2008-12-11,31,12.9,24.2,4.2,3.8,13.1,SW,44.0,SSE,SW,17.0,22.0,68.0,50.0,1015.0,1013.5,5.0,4.0,16.7,23.1,Yes,No
2008-12-26,31,14.7,26.4,0.0,9.2,13.2,SSW,41.0,S,SW,11.0,20.0,63.0,44.0,1014.7,1012.4,0.0,0.0,19.2,25.2,No,No
2009-01-01,31,19.1,36.5,0.0,11.6,13.1,E,37.0,E,SSE,15.0,13.0,,,1010.5,1007.7,0.0,0.0,22.6,35.4,No,No
2009-01-10,31,18.2,34.3,0.0,11.2,13.1,SW,44.0,E,SW,7.0,17.0,44.0,32.0,1012.7,1010.6,1.0,0.0,26.7,32.0,No,No
2009-01-17,31,18.3,30.3,0.0,13.2,7.2,SSE,30.0,S,WSW,7.0,13.0,58.0,44.0,1015.3,1013.8,2.0,7.0,22.5,29.8,No,No
2009-01-21,31,16.4,26.9,0.0,10.0,13.0,SW,44.0,SSE,SSW,17.0,22.0,64.0,50.0,1015.8,1013.5,1.0,4.0,20.1,25.0,No,No
2009-01-24,31,15.9,30.2,0.0,7.6,13.0,SW,35.0,,WSW,0.0,17.0,63.0,45.0,1013.6,1011.5,0.0,0.0,22.1,29.3,No,No
2009-02-01,31,22.2,35.8,0.4,6.4,13.1,SSW,35.0,E,SSW,7.0,15.0,67.0,43.0,1011.2,1008.9,0.0,1.0,27.7,35.5,No,No
2009-02-04,31,20.0,30.4,0.0,8.0,13.0,SW,46.0,S,SW,17.0,26.0,68.0,53.0,1012.4,1010.3,1.0,1.0,21.5,27.1,No,No
2009-02-05,31,17.1,30.8,0.0,11.2,12.9,SW,46.0,E,SW,11.0,26.0,55.0,46.0,1011.2,1007.2,0.0,0.0,20.9,26.7,No,No
2009-02-09,31,17.6,34.9,0.0,12.8,12.9,ENE,43.0,E,E,15.0,15.0,51.0,19.0,1017.7,1014.6,0.0,0.0,21.2,33.6,No,No
2009-02-18,31,17.3,30.6,0.0,8.0,12.5,ESE,37.0,E,SE,17.0,15.0,62.0,27.0,1013.4,1010.0,1.0,0.0,19.3,29.9,No,No
2009-03-21,31,12.1,24.1,2.8,3.2,10.1,SW,28.0,NE,W,7.0,13.0,82.0,35.0,1016.8,1015.6,4.0,2.0,16.0,23.8,Yes,No
2009-03-27,31,14.8,36.3,0.0,6.8,10.7,SW,31.0,,WSW,0.0,17.0,69.0,25.0,1017.6,1014.5,0.0,0.0,21.2,33.0,No,No
2009-04-04,31,14.5,29.7,0.0,6.4,10.3,E,30.0,E,ESE,7.0,9.0,52.0,20.0,1028.2,1024.1,4.0,2.0,18.5,28.9,No,No
2009-04-07,31,16.0,32.0,0.0,7.4,10.4,NE,37.0,NE,ENE,19.0,11.0,39.0,21.0,1022.0,1017.8,0.0,1.0,23.3,31.6,No,No
2009-04-12,31,15.6,34.3,0.0,6.8,10.6,NE,46.0,ENE,ENE,17.0,20.0,21.0,8.0,1015.5,1012.2,1.0,1.0,25.9,33.8,No,No
2009-04-15,31,13.4,24.9,0.0,4.8,10.5,SW,33.0,E,SSW,11.0,17.0,59.0,46.0,1018.5,1014.8,1.0,0.0,18.2,23.5,No,No
2009-04-22,31,15.3,20.9,0.0,5.0,8.4,SW,46.0,SSE,SSW,7.0,22.0,67.0,42.0,1012.1,1014.0,2.0,3.0,18.8,19.2,No,No
2009-05-07,31,8.4,26.6,0.0,3.4,9.9,NNE,26.0,ENE,ESE,7.0,9.0,48.0,25.0,1028.8,1025.4,0.0,0.0,19.0,25.5,No,No
2009-05-12,31,13.5,25.0,0.0,5.4,9.5,ENE,30.0,ENE,SE,13.0,11.0,62.0,30.0,1026.3,1023.3,1.0,1.0,17.0,23.9,No,No
2009-05-14,31,9.0,24.5,0.0,4.4,9.5,SW,20.0,E,WSW,6.0,9.0,57.0,33.0,1025.4,1021.7,0.0,1.0,15.7,23.6,No,No
2009-05-25,31,3.3,19.3,0.0,1.8,7.3,NNE,31.0,,E,0.0,11.0,83.0,41.0,1021.1,1017.3,2.0,6.0,9.4,19.2,No,No
2009-05-27,31,12.2,23.1,0.0,4.4,5.4,NE,26.0,ENE,ENE,11.0,11.0,48.0,31.0,1017.9,1015.5,7.0,5.0,16.0,22.6,No,No
2009-06-04,31,8.0,17.6,3.0,1.8,8.2,SW,33.0,,SW,0.0,20.0,75.0,57.0,1022.0,1018.8,4.0,3.0,11.4,17.3,Yes,No
2009-06-10,31,11.9,22.0,1.2,2.0,8.1,WNW,31.0,N,W,7.0,15.0,90.0,58.0,1012.7,1011.7,6.0,3.0,17.3,20.8,Yes,Yes
2009-06-18,31,10.5,19.7,0.0,3.2,5.5,NW,39.0,NNW,NNW,4.0,7.0,82.0,81.0,1014.7,1011.8,6.0,4.0,13.8,18.3,No,Yes
2009-07-06,31,11.5,19.1,4.2,2.6,2.7,NE,43.0,NE,W,17.0,17.0,96.0,68.0,1010.0,1009.0,8.0,7.0,13.2,18.7,Yes,Yes
2009-07-17,31,12.8,18.1,7.8,2.6,5.7,SW,43.0,WSW,WSW,19.0,19.0,61.0,53.0,1015.5,1015.8,5.0,6.0,16.0,16.9,Yes,No
2009-07-28,31,4.0,17.4,0.0,1.2,7.5,SSE,20.0,NE,SSW,7.0,7.0,89.0,49.0,1033.7,1030.8,3.0,1.0,10.0,17.1,No,No
2009-08-02,31,4.1,20.5,0.0,3.6,9.3,ESE,19.0,NE,N,4.0,7.0,84.0,42.0,1026.8,1023.9,4.0,5.0,11.8,19.8,No,No
2009-08-07,31,6.7,19.9,0.0,3.0,5.6,NW,20.0,NE,NNW,7.0,4.0,89.0,52.0,1018.8,1015.9,6.0,0.0,11.8,19.6,No,Yes
2009-08-16,31,11.3,17.7,3.4,1.2,5.7,WSW,43.0,NE,W,6.0,11.0,87.0,64.0,1019.2,1018.1,7.0,6.0,13.2,16.7,Yes,Yes
2009-09-07,31,10.5,19.5,0.8,2.2,3.7,NW,48.0,N,NW,11.0,20.0,76.0,54.0,1020.8,1018.2,7.0,6.0,14.9,18.3,No,Yes
2009-09-11,31,13.4,19.7,12.0,2.0,5.1,NW,67.0,WNW,WNW,28.0,26.0,58.0,91.0,1006.2,1006.1,4.0,8.0,18.0,14.9,Yes,Yes
2009-09-13,31,9.2,18.7,1.0,2.6,6.8,WSW,26.0,SE,W,4.0,11.0,91.0,43.0,1023.6,1020.3,7.0,3.0,11.6,18.5,No,No
2009-09-26,31,7.6,20.7,0.0,6.2,11.1,NE,33.0,ENE,ENE,17.0,13.0,45.0,33.0,1029.7,1024.6,1.0,0.0,13.6,20.0,No,No
2009-09-28,31,12.7,16.9,1.8,4.4,0.9,SW,39.0,SSW,SSW,19.0,22.0,72.0,50.0,1013.4,1011.4,7.0,7.0,14.2,15.5,Yes,Yes
2009-10-11,31,10.8,17.5,3.4,5.2,7.8,SSW,41.0,SW,SW,13.0,22.0,66.0,46.0,1023.9,1023.5,7.0,6.0,12.9,15.4,Yes,No
2009-10-13,31,13.1,19.2,0.0,4.2,8.5,SSW,41.0,S,WSW,11.0,22.0,64.0,50.0,1025.6,1022.9,7.0,1.0,15.4,17.7,No,No
2009-10-14,31,9.8,23.0,0.0,4.8,11.5,SSW,31.0,SE,SSW,15.0,17.0,58.0,46.0,1025.1,1021.5,1.0,0.0,15.9,21.2,No,No
2009-10-19,31,16.4,21.2,0.0,6.4,5.8,SW,33.0,S,SW,11.0,19.0,64.0,46.0,1020.0,1019.2,7.0,4.0,18.0,20.4,No,No
2009-10-24,31,14.1,21.3,0.0,8.2,1.2,E,48.0,E,ESE,22.0,13.0,55.0,47.0,1019.3,1017.2,7.0,7.0,17.2,20.4,No,No
2009-10-30,31,8.9,25.7,0.0,5.0,11.2,SSW,44.0,E,SSW,9.0,30.0,59.0,58.0,1016.4,1012.8,7.0,6.0,18.8,21.0,No,No
2009-11-14,31,14.7,23.7,0.0,7.4,11.4,NW,33.0,NW,W,19.0,13.0,51.0,46.0,1015.9,1014.8,5.0,2.0,21.2,22.9,No,No
2009-11-24,31,13.0,35.8,0.0,9.2,13.2,NNE,31.0,N,W,17.0,17.0,13.0,12.0,1019.2,1015.9,0.0,0.0,30.0,32.2,No,No
2009-12-21,31,21.4,32.3,0.0,8.6,13.2,SSW,44.0,SSE,SW,9.0,22.0,48.0,41.0,1009.5,1006.4,1.0,2.0,25.5,30.1,No,No
2009-12-25,31,13.6,35.1,0.0,9.6,10.4,SSE,30.0,ESE,WSW,7.0,19.0,41.0,16.0,1016.0,1012.4,7.0,7.0,24.6,32.6,No,No
2010-01-01,31,14.0,28.1,0.0,8.2,13.1,SSW,39.0,SSE,SW,13.0,19.0,47.0,40.0,1017.6,1015.8,0.0,0.0,20.7,27.1,No,No
2010-01-05,31,18.8,37.3,0.0,12.4,12.8,E,39.0,E,SSW,17.0,15.0,45.0,24.0,1007.6,1004.2,1.0,1.0,25.2,36.6,No,No
2010-01-09,31,19.7,31.4,0.0,12.2,13.2,SSW,43.0,SE,SW,9.0,22.0,39.0,42.0,1006.6,1006.4,1.0,0.0,27.0,27.4,No,No
2010-01-10,31,16.3,25.5,0.0,9.2,11.8,SW,48.0,SSW,SSW,11.0,28.0,61.0,48.0,1011.1,1009.7,7.0,2.0,22.7,24.0,No,No
2010-01-23,31,18.0,34.6,0.0,9.2,11.3,SW,41.0,E,SSW,9.0,22.0,40.0,35.0,1009.6,1005.9,1.0,4.0,26.0,31.1,No,No
2010-01-28,31,19.7,36.2,0.0,10.6,13.0,ESE,39.0,SE,SE,13.0,15.0,52.0,24.0,1013.8,1010.0,0.0,0.0,24.9,35.4,No,No
2010-02-10,31,20.3,24.6,0.0,7.2,3.8,WSW,30.0,W,SW,7.0,17.0,85.0,70.0,1015.7,1014.2,8.0,7.0,21.2,23.9,No,No
2010-02-20,31,16.5,28.0,0.0,6.8,9.3,SW,37.0,SSE,SSW,9.0,22.0,59.0,60.0,1016.9,1015.0,1.0,6.0,22.3,24.8,No,No
2010-02-27,31,21.5,37.9,0.0,13.6,11.5,ENE,41.0,E,E,19.0,19.0,47.0,20.0,1014.3,1012.1,1.0,0.0,26.6,37.4,No,No
2010-03-06,31,14.7,29.5,0.0,7.4,11.4,SE,33.0,E,SE,11.0,19.0,48.0,31.0,1024.7,1020.9,1.0,1.0,19.6,28.4,No,No
2010-03-13,31,21.3,32.0,0.0,8.8,0.4,W,30.0,,W,0.0,13.0,61.0,41.0,1015.2,1015.0,8.0,7.0,25.1,28.9,No,No
2010-03-14,31,22.2,30.2,0.0,4.0,9.2,SW,30.0,ENE,SW,7.0,17.0,74.0,56.0,1015.0,1012.1,6.0,1.0,24.5,28.6,No,No
2010-03-26,31,18.7,28.5,0.0,5.0,6.0,E,33.0,ESE,SE,13.0,9.0,66.0,47.0,1014.5,1010.8,7.0,7.0,21.4,27.8,No,No
2010-04-02,31,16.7,28.5,0.0,7.2,10.2,SSW,37.0,NNE,WSW,4.0,15.0,54.0,55.0,1007.9,1006.3,2.0,1.0,24.7,24.6,No,No
2010-04-18,31,15.7,32.3,0.0,5.2,10.5,NE,26.0,E,S,11.0,11.0,56.0,30.0,1015.2,1010.8,1.0,1.0,20.8,31.5,No,No
